,address,betta,factor,intercept,ctp_number,heatstation,unom
2818,"Зверинецкая ул., д. 22",42.423918846769894,-0.00690720297001164,0.1033497190111601,04-02-0609/007,ТЭЦ №23,8218
2819,"Зверинецкая ул., д. 23/8",42.77629471436199,-0.004800703431669043,0.07523692514484971,04-02-0609/004,ТЭЦ №23,8219
2820,"Зверинецкая ул., д. 30/6",41.601708489055,-0.002799963161647634,0.06594682263536722,04-02-0609/012,ТЭЦ №23,8220
2821,"Зверинецкая ул., д. 32",41.815269620928994,-0.004000550636792613,0.07503771839636048,04-02-0609/012,ТЭЦ №23,8221
2822,"Зверинецкая ул., д. 33",43.45969033635878,-0.005242074180126172,0.1030964103134384,04-02-0609/008,ТЭЦ №23,8222
2823,"Зверинецкая ул., д. 34",44.84783769353978,-0.01011002778101721,0.1685149547718626,04-02-0609/012,ТЭЦ №23,8223
2824,"Зверинецкая ул., д. 6",42.45595301655099,-0.005881681979565896,0.1338465130823541,04-02-0422/078,ТЭЦ №11,8215
2825,"Измайловское ш., д. 11",44.69834490122798,-0.006696293065690483,0.1942092521324402,04-02-0422/028,ТЭЦ №11,8715
2826,"Измайловское ш., д. 13",43.41697810998398,-0.00539890526204055,0.1634011946554461,04-02-0422/030,ТЭЦ №11,8716
2827,"Измайловское ш., д. 17",42.98985584623598,-0.00455153535059595,0.09152132422436135,04-02-0422/051,ТЭЦ №11,8720
2828,"Измайловское ш., д. 19",42.98985584623598,-0.004769315400283991,0.09220912257200736,04-02-0422/051,ТЭЦ №11,8723
2829,"Измайловское ш., д. 22",43.096636412172984,-0.004351569273148032,0.08577607438598157,04-02-0409/025,ТЭЦ №11,8724
2830,"Измайловское ш., д. 25",42.98985584623598,-0.004117017313660588,0.08525459666237832,04-02-0422/051,ТЭЦ №11,8725
2831,"Измайловское ш., д. 27",42.98985584623598,-0.004534952333000198,0.09535420332529564,04-02-0422/051,ТЭЦ №11,8726
2832,"Измайловское ш., д. 29",45.22156967431927,-0.00853722007221622,0.2901719697979993,04-02-0422/104,ТЭЦ №11,8727
2833,"Измайловское ш., д. 33",45.114789108382276,-0.009212595406191593,0.1403677760255119,04-02-0422/103,ТЭЦ №11,8728
2834,"Измайловское ш., д. 45",44.91190603310198,-0.009210409847870504,0.1668485255962296,04-02-0422/103,ТЭЦ №11,8729
2835,"Измайловское ш., д. 47",45.99038974906567,-0.01057993292994541,0.2004572242683121,04-02-0422/103,ТЭЦ №11,8730
2836,"Измайловское ш., д. 55",45.90496529631607,-0.008922596600772137,0.2567985894800243,04-02-0422/098,ТЭЦ №11,8731
2837,"Измайловское ш., д. 57",47.15429791777897,-0.01563870971006267,0.3516839066288273,04-02-0422/100,ТЭЦ №11,8732
2838,"Измайловское ш., д. 6",51.95942338494394,-0.02433142700658579,0.4659242459439609,04-02-0409/040,ТЭЦ №11,8714
2839,"Кирпичная ул., д. 12",42.124933262146286,-0.004100583118766763,0.08194435560596498,04-02-0409/119,ТЭЦ №11,10140
2840,"Кирпичная ул., д. 14",42.88307528029898,-0.005693350078558901,0.09841599836783459,04-02-0409/122,ТЭЦ №11,10141
2841,"Кирпичная ул., д. 8",42.77629471436199,-0.004357305294275011,0.07699708848844443,04-02-0409/025,ТЭЦ №11,10139
2842,"Лечебная ул., д. 1/36",42.45595301655099,-0.004191590929290655,0.09087884058952808,04-02-0609/010,ТЭЦ №23,13101
2843,"Лечебная ул., д. 16",42.34917245061399,-0.005471619018471446,0.1355822543485713,04-02-0609/046,ТЭЦ №23,13107
2844,"Лечебная ул., д. 17",42.391884676988795,-0.004079736034159826,0.1146905433405187,04-02-0609/042,ТЭЦ №23,13108
2845,"Лечебная ул., д. 18",42.98985584623598,-0.00247614326954993,0.06561530494059774,04-02-0609/046,ТЭЦ №23,13109
2846,"Лечебная ул., д. 19",42.38120662039509,-0.004859041439365541,0.1236740118285709,04-02-0609/042,ТЭЦ №23,13110
2847,"Лечебная ул., д. 3",42.48798718633209,-0.004124992613353287,0.08560112068862781,04-02-0609/010,ТЭЦ №23,13102
2848,"Лечебная ул., д. 5",42.13561131873999,-0.004218442551418044,0.08704398228433957,04-02-0609/010,ТЭЦ №23,13103
2849,"Лечебная ул., д. 7/23",42.18900160170848,-0.002046883393378189,0.03812484894183783,04-02-0609/010,ТЭЦ №23,13104
2850,"Мажоров пер., д. 8",43.032568072610786,-0.002512105607502203,0.054969196771711,04-02-0422/047,ТЭЦ №11,13651
2851,"Медовый пер., д. 6",43.65189535504538,-0.006334172754274461,0.1109928727383061,04-02-0422/047,ТЭЦ №11,14112
2852,"Мироновская ул., д. 10",42.77629471436199,-0.004946073153372722,0.07751491108989553,04-02-0609/004,ТЭЦ №23,14595
2853,"Мироновская ул., д. 18",49.67431927389215,-0.0185925660596295,0.3414260848475134,04-02-0609/011,ТЭЦ №23,65038
2854,"Мироновская ул., д. 24",44.48478376935398,-0.009127288165964248,0.1617091462573754,04-02-0609/011,ТЭЦ №23,14596
2855,"Мироновская ул., д. 26",41.815269620928994,-0.004241122346010424,0.07657987471341263,04-02-0609/011,ТЭЦ №23,14597
2856,"Мироновская ул., д. 28",41.815269620928994,-0.004246743262170014,0.07617184717700226,04-02-0609/011,ТЭЦ №23,14598
2857,"Мироновская ул., д. 40",43.203416978109985,-0.004708003353472473,0.1010471041236055,04-02-0609/010,ТЭЦ №23,14599
2858,"Мироновская ул., д. 44",41.17458622530699,-0.002484754801923388,0.0606456335550189,04-02-0609/006,ТЭЦ №23,14600
2859,"Мироновская ул., д. 44А",40.961025093432994,-0.001392652705797094,0.0330935827602207,04-02-0609/006,ТЭЦ №23,14601
2860,"Мироновская ул., д. 9",47.63481046449546,-0.01198705939495955,0.1841366482285845,04-02-0609/007,ТЭЦ №23,14593
2861,"Окружной пр., д. 11, к. 5",42.38120662039509,-0.003976934755548116,0.1055075486176283,04-02-0609/042,ТЭЦ №23,17370
2862,"Окружной пр., д. 11, к. 6",41.922050186865995,-0.00299558350918228,0.07958517525675515,04-02-0609/042,ТЭЦ №23,17371
2863,"Окружной пр., д. 11, к. 7",41.922050186865995,-0.002928039510902103,0.07807756822426735,04-02-0609/042,ТЭЦ №23,17372
2864,"Окружной пр., д. 12",42.562733582487986,-0.004272371763625718,0.1102312941640369,04-02-0609/042,ТЭЦ №23,17373
2865,"Окружной пр., д. 13",42.13561131873999,-0.003774870460536851,0.1009174756075695,04-02-0609/042,ТЭЦ №23,17374
2866,"Окружной пр., д. 34, к. 1",46.40683395621997,-0.01386387926141205,0.2955554294619344,04-02-0409/130,ТЭЦ №11,17386
2867,"Окружной пр., д. 34, к. 2",43.737319807794975,-0.008387878366138772,0.1656317212489686,04-02-0409/130,ТЭЦ №11,17387
2868,"Окружной пр., д. 34, к. 3",41.815269620928994,-0.002544552354107894,0.0582405921479866,04-02-0409/067,ТЭЦ №11,17384
2869,"Окружной пр., д. 34, к. 4",41.815269620928994,-0.002622639069033262,0.05992990794198044,04-02-0409/067,ТЭЦ №11,17385
2870,"Окружной пр., д. 35",41.815269620928994,-0.002821673916197587,0.06705079640746327,04-02-0409/067,ТЭЦ №11,17388
2871,"Окружной пр., д. 36",41.815269620928994,-0.002615753031741256,0.06125034549180289,04-02-0409/067,ТЭЦ №11,17389
2872,"Семёновский пер., д. 18",42.423918846769894,-0.004481781530197315,0.1234317959127647,04-02-0422/067,ТЭЦ №11,23379
2873,"Семёновский пер., д. 18А",42.14628937533369,-0.00458637365100384,0.1013360630412295,04-02-0422/067,ТЭЦ №11,23380
2874,"Ткацкая ул., д. 28/14",44.378003203416974,-0.007670208215283408,0.1259920430185808,04-02-0609/004,ТЭЦ №23,26044
2875,"Ткацкая ул., д. 32",41.815269620928994,-0.004335046925330766,0.07177847906089932,04-02-0609/004,ТЭЦ №23,26045
2876,"Ткацкая ул., д. 34/5",41.815269620928994,-0.004127703063586122,0.06840714416152396,04-02-0609/004,ТЭЦ №23,2490
2877,"Ткацкая ул., д. 43",42.88307528029898,-0.004347588968424549,0.1085148210466053,04-02-0609/043,ТЭЦ №23,26049
2878,"Ткацкая ул., д. 44",41.922050186865995,-0.003242902488782907,0.04396897739055396,04-02-0609/008,ТЭЦ №23,26048
2879,"Ткацкая ул., д. 45",41.28136679124399,-0.001990398464654443,0.05141226636897266,04-02-0609/041,ТЭЦ №23,26050
2880,"Ткацкая ул., д. 48",41.922050186865995,-0.003485108626494592,0.07538133353932217,04-02-0609/008,ТЭЦ №23,26051
2881,"Фортунатовская ул., д. 11",42.66951414842499,-0.005508385334481005,0.1354006439326266,04-02-0609/025,ТЭЦ №23,27586
2882,"Фортунатовская ул., д. 12",42.13561131873999,-0.00392331477312427,0.1023147926544896,04-02-0609/060,ТЭЦ №23,27587
2883,"Фортунатовская ул., д. 15",41.922050186865995,-0.002727975080775735,0.0572867251175832,04-02-0609/050,ТЭЦ №23,27588
2884,"Фортунатовская ул., д. 17",45.55258942872398,-0.009699960835368263,0.1414170505852161,04-02-0609/047,ТЭЦ №23,27590
2885,"Фортунатовская ул., д. 18",42.13561131873999,-0.003097767660144584,0.07975995220936395,04-02-0609/048,ТЭЦ №23,27591
2886,"Фортунатовская ул., д. 19",42.66951414842499,-0.005776740940563135,0.1135422419347791,04-02-0609/055,ТЭЦ №23,27592
2887,"Фортунатовская ул., д. 26",40.88627869727709,-0.001888969861775091,0.0398024449249772,04-02-0609/008,ТЭЦ №23,27594
2888,"Фортунатовская ул., д. 27А",42.07154297917779,-0.004248423671178998,0.09297438905627932,04-02-0609/008,ТЭЦ №23,27595
2889,"Фортунатовская ул., д. 31/35",45.55258942872398,-0.01248546539499317,0.2389028078635206,04-02-0609/008,ТЭЦ №23,27596
2890,"Фортунатовская ул., д. 31А",41.70848905499199,-0.003313862557420969,0.06677766330434709,04-02-0609/008,ТЭЦ №23,27597
2891,"Фортунатовская ул., д. 33/44",47.581420181526966,-0.008673183605445303,0.170829923415679,04-02-0609/008,ТЭЦ №23,27598
2892,"Фортунатовская ул., д. 33/44",47.581420181526966,-0.007012873829110988,0.1453335188038933,04-02-0609/008,ТЭЦ №23,27598
2893,"Фортунатовская ул., д. 8",42.13561131873999,-0.003492973368889507,0.06731034940628981,04-02-0609/054,ТЭЦ №23,27584
2894,"Фортунатовская ул., д. 9",42.88307528029898,-0.004043312429071255,0.1019932034894138,04-02-0609/026,ТЭЦ №23,27585
2895,"Щербаковская ул., д. 11",44.698665242925784,-0.008454199363257834,0.1605079508801068,04-02-0422/064,ТЭЦ №11,30009
2896,"Щербаковская ул., д. 20",50.25093432995195,-0.02401967130743446,0.6066429148432801,04-02-0422/079,ТЭЦ №11,30011
2897,"Щербаковская ул., д. 26",50.03737319807796,-0.01384844788494587,0.4281510992608261,04-02-0422/083,ТЭЦ №11,30012
2898,"Щербаковская ул., д. 32/7",53.68926855312333,-0.0241392999273627,0.5669091749588947,04-02-0422/081,ТЭЦ №11,30013
2899,"Щербаковская ул., д. 35",51.95942338494394,-0.01596917013921785,0.4497815485484756,04-02-0422/080,ТЭЦ №11,30014
2900,"Щербаковская ул., д. 40",54.17180993059263,-0.01297644317986663,0.3321446095322277,04-02-0422/011,ТЭЦ №11,30015
2901,"Щербаковская ул., д. 40",54.17180993059263,-0.01297644317986663,0.3321446095322277,04-02-0422/072,ТЭЦ №11,30015
2902,"Щербаковская ул., д. 40",54.17180993059263,-0.01044022457391114,0.28860427628786,04-02-0422/011,ТЭЦ №11,30015
2903,"Щербаковская ул., д. 40",54.17180993059263,-0.01044022457391114,0.28860427628786,04-02-0422/072,ТЭЦ №11,30015
2904,"Щербаковская ул., д. 44А",47.688200747463966,-0.006647262945038133,0.1978397045714646,04-02-0422/086,ТЭЦ №11,30016
2905,"Щербаковская ул., д. 46",42.45595301655099,-0.004391177556504363,0.071829757356042,04-02-0422/097,ТЭЦ №11,30017
2906,"Щербаковская ул., д. 48",42.562733582487986,-0.002220616053284066,0.09598757485081888,04-02-0422/097,ТЭЦ №11,30018
2907,"Щербаковская ул., д. 5",44.76241324079018,-0.009426369337358121,0.1749483796442322,04-02-0422/064,ТЭЦ №11,30005
2908,"Щербаковская ул., д. 54",51.745862253069944,-0.02122698746867125,0.5174646620234551,04-02-0422/099,ТЭЦ №11,30020
2909,"Щербаковская ул., д. 55",51.11585691404164,-0.0132961495115788,0.2594640339421778,04-02-0609/056,ТЭЦ №23,65032
2910,"Щербаковская ул., д. 57/20",55.80352375867592,-0.0281482226460777,0.4507296093836485,04-02-0609/008,ТЭЦ №23,30021
2911,"Щербаковская ул., д. 58",47.79498131340097,-0.008990491022797371,0.2453875508632685,04-02-0422/075,ТЭЦ №11,30022
2912,"Щербаковская ул., д. 58А",53.89215162840364,-0.0154764988393699,0.3013258544600285,04-02-0422/101,ТЭЦ №11,65011
2913,"Щербаковская ул., д. 58А",53.89215162840364,-0.0154764988393699,0.3013258544600285,04-02-0422/076,ТЭЦ №11,65011
2914,"Щербаковская ул., д. 58А",53.89215162840364,-0.01411453828526534,0.3502332914188345,04-02-0422/101,ТЭЦ №11,65011
2915,"Щербаковская ул., д. 58А",53.89215162840364,-0.01411453828526534,0.3502332914188345,04-02-0422/076,ТЭЦ №11,65011
2916,"Щербаковская ул., д. 7",44.53091297383877,-0.0121895751233925,0.1666209021796163,04-02-0422/064,ТЭЦ №11,30006
2917,"Щербаковская ул., д. 9",45.061398825413775,-0.008946122353798394,0.1785456329487437,04-02-0422/064,ТЭЦ №11,30008
2918,"пр-т Будённого, д. 1/1",43.096636412172984,-0.007763026452378133,0.1364244862719596,04-02-0409/025,ТЭЦ №11,2901
2919,"пр-т Будённого, д. 11",42.77629471436199,-0.004774620618674327,0.1070967821041669,04-02-0409/119,ТЭЦ №11,2902
2920,"пр-т Будённого, д. 15/2",42.34917245061399,-0.003153424055080383,0.08661170149453208,04-02-0409/016,ТЭЦ №11,2904
2921,"пр-т Будённого, д. 17",43.737319807794975,-0.005718586063411647,0.1716195752887426,04-02-0409/015,ТЭЦ №11,2906
2922,"пр-т Будённого, д. 19",47.367859049652964,-0.01208572871194273,0.3298907302182534,04-02-0409/013,ТЭЦ №11,2908
2923,"пр-т Будённого, д. 23",48.11959423384944,-0.01184828414676028,0.323631166852008,04-02-0409/011-4,ТЭЦ №11,2916
2924,"пр-т Будённого, д. 25",45.54297917778964,-0.01024290292888959,0.2316621415697183,04-02-0409/043,ТЭЦ №11,2920
2925,"пр-т Будённого, д. 27",45.94767752269087,-0.007624702895509945,0.1885723165443697,04-02-0409/043,ТЭЦ №11,2921
2926,"пр-т Будённого, д. 29/1",48.27549386011746,-0.01551666421848844,0.324073150158728,04-02-0409/039,ТЭЦ №11,2929
2927,"пр-т Будённого, д. 30/8",53.60277629471437,-0.02551198273490168,0.5810505835200588,04-02-0409/034,ТЭЦ №11,2930
2928,"пр-т Будённого, д. 41/17",42.039508809396686,-0.003164452406186343,0.07642274948059921,04-02-0409/065,ТЭЦ №11,2937
2929,"пр-т Будённого, д. 47",45.979711692471966,-0.009021073621591963,0.2127125922495168,04-02-0409/060,ТЭЦ №11,2939
2930,"пр-т Будённого, д. 47А",41.70848905499199,-0.003562901154904686,0.08698696204535077,04-02-0409/060,ТЭЦ №11,2940
2931,"пр-т Будённого, д. 49",41.494927923118,-0.002558875107934475,0.05533567855514882,04-02-0409/068,ТЭЦ №11,2941
2932,"пр. Энтузиастов, д. 19А",44.378003203416974,-0.005150849537766301,0.1279923599071735,04-02-0420/043,ТЭЦ №11,65024
2933,"пр. Энтузиастов, д. 19Б",41.922050186865995,-0.003003731110698735,0.0659786592710647,04-02-0420/045,ТЭЦ №11,65025
2934,"ул. Бориса Жигулёнкова, д. 10",44.05766150560598,-0.008241737725849416,0.1688623587694328,04-02-0409/102,ТЭЦ №11,7758
2935,"ул. Бориса Жигулёнкова, д. 12",42.98985584623598,-0.005195787658381469,0.1060803689902881,04-02-0409/102,ТЭЦ №11,7759
2936,"ул. Бориса Жигулёнкова, д. 15",43.25274959957288,-0.004341718975749682,0.1082535655377688,04-02-0409/011-2,ТЭЦ №11,7760
2937,"ул. Бориса Жигулёнкова, д. 19",43.25274959957288,-0.003924024990465251,0.09966653819926294,04-02-0409/011-3,ТЭЦ №11,7761
2938,"ул. Бориса Жигулёнкова, д. 2",42.98985584623598,-0.006400609160863852,0.1089082564612312,04-02-0409/062,ТЭЦ №11,7755
2939,"ул. Бориса Жигулёнкова, д. 25, к. 1",42.98985584623598,-0.005883541563315351,0.1317790440897653,04-02-0409/134,ТЭЦ №11,24174
2940,"ул. Бориса Жигулёнкова, д. 25, к. 3",41.28136679124399,-0.002760496661341866,0.06026020522049411,04-02-0409/133,ТЭЦ №11,24175
2941,"ул. Бориса Жигулёнкова, д. 27",43.67218366257341,-0.00878309020124645,0.1393071099026188,04-02-0409/088,ТЭЦ №11,65103
2942,"ул. Бориса Жигулёнкова, д. 4",41.97138280832888,-0.001603950579971462,0.04890480599120779,04-02-0409/011-1,ТЭЦ №11,7756
2943,"ул. Ибрагимова, д. 16",42.27442605445809,-0.005720980882294695,0.082747125202067,04-02-0609/007,ТЭЦ №23,8542
2944,"ул. Ибрагимова, д. 2",45.02936465563267,-0.007223604591868447,0.1948284719235157,04-02-0422/103,ТЭЦ №11,8539
2945,"ул. Ибрагимова, д. 5, к. 1",46.83395621996796,-0.0126185680288118,0.2454518861527247,04-02-0422/051,ТЭЦ №11,8540
2946,"ул. Ибрагимова, д. 5А",44.80512546716498,-0.007681477771971246,0.2793696865039151,04-02-0422/104,ТЭЦ №11,8541
2947,"ул. Семёновский Вал, д. 10, к. 1",42.18900160170848,-0.002704307485228588,0.0731356607663049,04-02-0422/001,ТЭЦ №11,23373
2948,"ул. Семёновский Вал, д. 10, к. 2",43.63053924185798,-0.005325894892833184,0.1428893113598627,04-02-0422/001,ТЭЦ №11,23374
2949,"ул. Семёновский Вал, д. 10, к. 3",42.02883075280299,-0.002872069784090577,0.07879205716145288,04-02-0422/001,ТЭЦ №11,23375
2950,"ул. Семёновский Вал, д. 12",42.562733582487986,-0.003964384728673058,0.1094266199562991,04-02-0422/001,ТЭЦ №11,23378
2951,"ул. Семёновский Вал, д. 6",43.38494394020288,-0.007398497936562361,0.1204086922978703,04-02-0422/056,ТЭЦ №11,23371
2952,"ул. Уткина, д. 37",41.815269620928994,-0.00302258109947189,0.08323848133309951,04-02-0409/069,ТЭЦ №11,26931
2953,"ул. Уткина, д. 38",41.815269620928994,-0.002768613911871781,0.0688486323997339,04-02-0409/069,ТЭЦ №11,26932
2954,"ул. Уткина, д. 39",42.11425520555259,-0.003495351214469706,0.07854667427551741,04-02-0409/064,ТЭЦ №11,26933
2955,"ул. Уткина, д. 39А",41.32407901761879,-0.002121364222035536,0.04737657000862004,04-02-0409/064,ТЭЦ №11,26934
2956,"ул. Уткина, д. 41А",41.28136679124399,-0.001959245692094905,0.05129709936899278,04-02-0409/063,ТЭЦ №11,26936
2957,"ул. Уткина, д. 41Б",42.562733582487986,-0.00310091265443063,0.07990913117145532,04-02-0409/048,ТЭЦ №11,26935
2958,"ул. Уткина, д. 44",43.41697810998398,-0.003604771136167675,0.09391973453558752,04-02-0409/049-01,ТЭЦ №11,26939
2959,"ул. Уткина, д. 44",43.41697810998398,-0.002067144231471628,0.05304506148370881,04-02-0409/049-01,ТЭЦ №11,26939
2960,"ул. Уткина, д. 44А",40.85424452749599,-0.001363310930584561,0.03633922656302345,04-02-0409/049-01,ТЭЦ №11,26940
2961,"ул. Уткина, д. 45",41.601708489055,-0.005772336751910852,0.1036008784791911,04-02-0409/061,ТЭЦ №11,26941
2962,"ул. Уткина, д. 45А",42.24239188467699,-0.004043135305339238,0.08742022287116549,04-02-0409/061,ТЭЦ №11,26942
2963,"2-й Полевой пер., д. 4",54.30859583555793,-0.002688268812421848,0.04870139989623194,04-02-0608/093,ТЭЦ №23,20370
2964,"2-й Полевой пер., д. 4",54.30859583555793,-0.002688268812421848,0.04870139989623194,04-02-0608/093,ТЭЦ №23,20370
2965,"2-я Сокольническая ул., д. 3",43.844100373731976,-0.005641185497616122,0.1135887377505281,04-02-0608/094,ТЭЦ №23,2109205
2966,"Большая Оленья ул., д. 3",42.511799252536036,-0.00348487001061394,0.1102451179567979,04-02-0608/124,ТЭЦ №23,2109541
2967,"Большая Остроумовская ул., д. 7",41.70848905499199,-0.003885175310422547,0.06950877506853813,04-02-0614/021,ТЭЦ №23,2404752
2968,"Егерская ул., д. 2",40.85424452749599,-0.002268994946108185,0.04193595558564471,04-02-0614/021,ТЭЦ №23,2104132
2969,"Егерская ул., д. 4",42.41324079017619,-0.008934733688458298,0.2778977647350888,04-02-0614/019,ТЭЦ №23,2404753
2970,"Маленковская ул., д. 17",42.98985584623598,-0.005384593676886458,0.05774500052252417,04-02-0608/086,ТЭЦ №23,2109505
2971,"Охотничья ул., д. 8",41.28136679124399,-0.002754606245762746,0.05161207129181541,04-02-0614/019,ТЭЦ №23,2114299
2972,"Рубцовско-Дворцовая ул., д. 1/3, к. 10",40.106780565937,-0.001712224807576001,0.03258228501399018,04-02-0608/099-1,ТЭЦ №23,2109209
2973,"Рубцовско-Дворцовая ул., д. 1/3, к. 11",42.34917245061399,-0.001004704374304219,0.01933167236688597,04-02-0608/099-1,ТЭЦ №23,2104245
2974,"Рубцовско-Дворцовая ул., д. 1/3, к. 13",40.213561131874,-0.0003963930719640932,0.007876399567063019,04-02-0608/099-1,ТЭЦ №23,2104241
2976,"Рубцовско-Дворцовая ул., д. 1/3, к. 9",44.378003203416974,-0.01693823061148382,0.2330462309179272,04-02-0608/099,ТЭЦ №23,2109538
2977,"Русаковская ул., д. 23А",42.88307528029898,-0.001599096163949108,0.03925024150127614,04-02-0608/086,ТЭЦ №23,2109513
2979,"Старослободская ул., д. 8",45.35290977042179,-0.01055378119552861,0.1559432204041962,04-02-0608/143,ТЭЦ №23,2405261
2980,"ул. Барболина, д. 3, к. 10",43.203416978109985,-0.004196455724932118,0.1342887504899306,04-02-0608/097,ТЭЦ №23,2104126
2981,"ул. Барболина, д. 3, к. 11",43.203416978109985,-0.006411789198871931,0.1190534187885261,04-02-0608/097,ТЭЦ №23,2104122
2982,"ул. Барболина, д. 3, к. 12",41.70848905499199,-0.002872539322621727,0.05768157158897955,04-02-0608/097,ТЭЦ №23,2104240
2983,"ул. Барболина, д. 3, к. 13",43.203416978109985,-0.005965748594266205,0.1349963436170062,04-02-0608/097,ТЭЦ №23,2104124
2984,"ул. Барболина, д. 3, к. 16",42.17832354511479,-0.00273146489983553,0.05309470211465057,04-02-0608/085,ТЭЦ №23,2109206
2985,"ул. Барболина, д. 3, к. 17",40.213561131874,-0.0006347164493573054,0.01248370925153091,04-02-0608/097,ТЭЦ №23,2104228
2986,"ул. Барболина, д. 3, к. 20",40.1922050186866,-0.0002982977190355939,0.005949894539140806,04-02-0608/085,ТЭЦ №23,2104199
2987,"ул. Барболина, д. 6",46.04164442071543,-5.811272209310913e-05,0.002804453974683662,04-02-0608/117,ТЭЦ №23,1440
2988,"ул. Гастелло, д. 3",43.2845702082221,-0.007089880503640946,0.1342415703124269,04-02-0608/055,ТЭЦ №23,2109510
2989,"ул. Короленко, д. 2А, стр. 1",40.0,-0.005530803431490888,0.1034557262975683,04-02-0608/047,ТЭЦ №23,2114399
2990,"ул. Матросская Тишина, д. 20, стр. 16",40.0,-0.0004088087723269764,0.008584829645571446,04-02-0608/068,ТЭЦ №23,2115190
2991,"ул. Матросская Тишина, д. 20, стр. 4",45.52055525894288,-0.003077780747674782,0.05590827087212622,04-02-0608/068,ТЭЦ №23,2114480
2992,"ул. Олений Вал, д. 22Б",41.17458622530699,-0.001960321542829517,0.0361106599097851,04-02-0608/017,ТЭЦ №23,2104129
2993,"ул. Сокольнический Вал, д. 24А",42.24239188467699,-0.001620560942834731,0.1071214381915572,04-02-0608/096,ТЭЦ №23,2104135
2994,"ул. Сокольнический Вал, д. 28",42.45595301655099,-0.008979001078775042,0.2014263663814524,04-02-0608/083,ТЭЦ №23,2400599
2995,"ул. Стромынка, д. 10, стр. 1",49.70635344367325,-0.01015020574770115,0.2620025428462495,04-02-0608/036,ТЭЦ №23,2109210
2997,"ул. Стромынка, д. 17",42.94714361986118,-0.007316192344839555,0.1050364283384099,04-02-0608/144,ТЭЦ №23,2404929
2998,"1-я Боевская ул., д. 1, к. 2",43.41697810998398,-0.004502239359550853,0.1119012897694329,04-02-0608/073,ТЭЦ №23,2300
2999,"1-я Боевская ул., д. 2/12, стр. 3",43.203416978109985,-0.005246201557443757,0.0899495577934688,04-02-0608/139,ТЭЦ №23,2301
3000,"1-я Боевская ул., д. 2/12, стр. 4",41.0891617725574,-0.002638309833784113,0.04558712524633838,04-02-0608/139,ТЭЦ №23,2302
3001,"2-й Полевой пер., д. 2",50.998398291510945,-0.01224504656111084,0.2417229032931012,04-02-0608/093,ТЭЦ №23,240081
3002,"2-й Полевой пер., д. 2",50.998398291510945,-0.010606058239603,0.1918118651329218,04-02-0608/093,ТЭЦ №23,240081
3003,"2-й Полевой пер., д. 4",54.30859583555793,-0.02457531389382663,0.4341710918470407,04-02-0608/093,ТЭЦ №23,20370
3004,"2-й Полевой пер., д. 4",54.30859583555793,-0.02457531389382663,0.4341710918470407,04-02-0608/093,ТЭЦ №23,20370
3005,"2-я Сокольническая ул., д. 1",44.05766150560598,-0.00837064976088117,0.1334635401110033,04-02-0608/074,ТЭЦ №23,24217
3006,"2-я Сокольническая ул., д. 2",49.71703150026695,-0.01136952435452883,0.1930646500953988,04-02-0608/041,ТЭЦ №23,24218
3007,"2-я Сокольническая ул., д. 4",43.41697810998398,-0.007922538581423654,0.1354135185795605,04-02-0608/055,ТЭЦ №23,24219
3008,"2-я Сокольническая ул., д. 6",42.77629471436199,-0.005340866820121241,0.09391308339170493,04-02-0608/055,ТЭЦ №23,24220
3009,"2-я Сокольническая ул., д. 8",42.77629471436199,-0.004913066556985109,0.07840439143436698,04-02-0608/055,ТЭЦ №23,24221
3010,"3-я Рыбинская ул., д. 1",47.04751735184196,-0.01253423743592809,0.2112809404631709,04-02-0608/029,ТЭЦ №23,64029
3011,"3-я Рыбинская ул., д. 1",47.04751735184196,-0.01253423743592809,0.2112809404631709,04-02-0608/029,ТЭЦ №23,64029
3012,"3-я Рыбинская ул., д. 19",42.02883075280299,-0.004013119504680603,0.06855104519105529,04-02-0608/029,ТЭЦ №23,22290
3013,"3-я Рыбинская ул., д. 21, к. 2",51.95942338494394,-0.01505114242293281,0.4176911458239426,04-02-0608/096,ТЭЦ №23,22292
3014,"3-я Рыбинская ул., д. 21, к. 3",47.26107848371597,-0.01194411618348156,0.3175970687268668,04-02-0608/096,ТЭЦ №23,22293
3015,"3-я Сокольническая ул., д. 1",44.207154297917775,-0.009677056883611248,0.1688517568434141,04-02-0608/041,ТЭЦ №23,24222
3016,"3-я Сокольническая ул., д. 2",42.77629471436199,-0.01020162524253272,0.1746994772825216,04-02-0608/041,ТЭЦ №23,24223
3017,"3-я Сокольническая ул., д. 4",45.445808862786976,-0.01146823568050633,0.1973149257645587,04-02-0608/055,ТЭЦ №23,24224
3018,"3-я Сокольническая ул., д. 7",41.815269620928994,-0.003952975333476772,0.07151763785334699,04-02-0608/055,ТЭЦ №23,24225
3019,"4-я Сокольническая ул., д. 2",44.16444207154298,-0.008957962467049463,0.1616437609351629,04-02-0608/117,ТЭЦ №23,24226
3020,"4-я Сокольническая ул., д. 3",45.445808862786976,-0.01095130663638388,0.1969085543662763,04-02-0608/055,ТЭЦ №23,24227
3021,"4-я Сокольническая ул., д. 4",41.452215696743195,-0.003262833654199768,0.05562189127385928,04-02-0608/117,ТЭЦ №23,24228
3022,"5-я Сокольническая ул., д. 1",44.30325680726108,-0.009386747405076086,0.1605417722606294,04-02-0608/117,ТЭЦ №23,24216
